date,label,arm,g
2019-02-26,z,treatment_u,0.6849592358418471
2019-02-27,z,treatment_u,0.7131115768540068
2019-02-28,z,treatment_u,0.54143220072455
2019-03-01,z,treatment_u,0.630608376943041
2019-03-04,z,treatment_u,0.6449263699734564
2019-03-05,z,treatment_u,0.5057579328357454
2019-03-06,z,treatment_u,0.8236383576176497
2019-03-07,z,treatment_u,0.7745349566926734
2019-03-08,z,treatment_u,0.8934639660081528
2019-03-11,z,treatment_u,0.7936597678530077
2019-03-12,z,treatment_u,0.7843321150298171
2019-03-13,z,treatment_u,0.7730981620972311
2019-03-14,z,treatment_u,0.6950212896901008
2019-03-15,z,treatment_u,0.5635339409419656
2019-03-18,z,treatment_u,0.48254075591185147
2019-03-19,z,treatment_u,0.28680010964037356
2019-03-20,z,treatment_u,0.1609984646362173
2019-03-21,z,treatment_u,-0.10352549720926925
2019-03-22,z,treatment_u,-0.06206502920553771
2019-03-25,z,treatment_u,-0.2607161140627763
2019-03-26,z,treatment_u,-0.1880498534228796
2019-03-27,z,treatment_u,-0.03408027635320851
2019-03-28,z,treatment_u,-0.14614349316137545
2019-03-29,z,treatment_u,-0.18057529775552736
2019-04-01,z,treatment_u,-0.1100839563026228
2019-04-02,z,treatment_u,-0.08736334632812856
2019-04-03,z,treatment_u,-0.37733917460897215
2019-04-04,z,treatment_u,-0.26738289368121904
2019-04-05,z,treatment_u,-0.16499167891260672
2019-04-08,z,treatment_u,-0.06228231531021034
2019-04-09,z,treatment_u,-0.11088946049399191
2019-04-10,z,treatment_u,-0.2065859046078169
2019-04-11,z,treatment_u,-0.03992051485093525
2019-04-12,z,treatment_u,0.10094295858935332
